x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.28648537538045404,0.056503859469189316,-0.3127293175041413,-0.5352285069129263,-0.04706037714506887,-0.5941650856737012,-0.6726977402851098,-0.13451987522361256,-0.807335251433319,-0.874865612816719,-0.22757498868809645,-1.024555278865305,-0.3648029251832407,-0.3637294500433973,-0.9014985721638867,-0.43681733398083256,-0.4837278145810741,-1.3136956162766724,-0.47772011426876193,-0.5292489230837613,-1.5596479039510098,-0.5017975732114063,-0.4569574407076646,-1.7140704191335747,-0.16535103528528802,-0.4044281899706558,-0.8994981235595451,-0.1853816357093368,-0.5580980887034083,-1.395411430431093,-0.23659263251204546,-0.6055226744103572,-1.682275638426581,-0.24482527805419851,-0.5734433340024107,-1.8868482101747142,0.018879130334051315,-0.3883389459674496,-0.8846575821902225,0.06581972951995504,-0.4872605679929623,-1.328870247622213,0.011155541118350128,-0.5267030321159539,-1.5458078045036967,-0.008252840663175078,-0.5325364624615156,-1.6839365130347719,0.17843399179014585,-0.29304722284977586,-0.8702642060652542,0.21469293881823365,-0.31507348424171716,-1.2282975874052138,0.24912527196905299,-0.3224455738941125,-1.4073199361909972,0.2692392643152531,-0.3378328633459323,-1.5392644111966882,paper
0.0,0.0,0.0,-0.35752387881135594,0.14466155348199275,-0.15877442652866153,-0.6368745853762107,0.10359884416930328,-0.32832121188397745,-0.8521311849496503,0.11667655287150322,-0.49364738966779026,-1.0861066916972044,0.12143516308348795,-0.6854486793593279,-0.6196720912824799,-0.5597640249713344,-0.44174150943663293,-0.8113692371350445,-0.9415524826922619,-0.7031382120872343,-0.9310431629455371,-1.2149480328101232,-0.896103943151837,-1.0201247006461092,-1.4722647590022744,-1.0469728633613051,-0.4259641568680714,-0.7278499160067593,-0.5373909534339286,-0.6258173163906722,-1.154130394398028,-0.8368830784561555,-0.7457071129293243,-1.4353521447422184,-1.0696434260272676,-0.8675395490590695,-1.7350854993942932,-1.2468059327248984,-0.21478920793299924,-0.7934180891747676,-0.6392178751231173,-0.3893787955412609,-1.1888601734894448,-0.9377835385234642,-0.5179542374908445,-1.4689483070672826,-1.1564017928896624,-0.6373762484643699,-1.7344635415550178,-1.3117697269427628,-0.006079242723216426,-0.7771964675502291,-0.7424703117712977,-0.09310134216317122,-1.0491245497299948,-1.0199700154752387,-0.18583672829265588,-1.2664174444887244,-1.1926281903459703,-0.27095479276078716,-1.479898527019286,-1.3237826572175626,paper
0.0,0.0,0.0,-0.24838562945735496,0.003904206151282431,-0.07831385716688039,-0.4669474903530525,-0.18921106584463457,-0.11588494952807206,-0.6146568789223216,-0.3745803519010871,-0.1518077503121166,-0.7483098461182218,-0.48188649428342484,-0.18818958101335814,-0.3911859350496413,-0.8442131992504608,-0.034536194751271745,-0.48876072846931984,-1.2100131808431691,-0.09089471482534875,-0.5422622536943281,-1.447694138821382,-0.1479630709387633,-0.5839606763517603,-1.668075404130174,-0.19536654468342773,-0.2651090722149321,-0.9624712453887551,-0.05801966588284389,-0.35192094660629153,-1.3960753824736534,-0.10443297393245668,-0.40303244611287065,-1.6777135399577663,-0.1583365181132786,-0.44502850265994837,-1.9215698041727078,-0.20364253641534918,-0.13651895129201203,-0.9796362779115427,-0.09762918260984173,-0.1974956923706324,-1.4168410175239015,-0.15671271843661358,-0.23867287195255907,-1.6892220787847019,-0.20374487471551386,-0.28166382734107104,-1.9416249129331045,-0.24195801731748348,0.002309263743215938,-0.9245528584117388,-0.14622409803345462,-0.007413045336261992,-1.2550945665763782,-0.20733294080120424,-0.020710713495826524,-1.486173169119467,-0.2384185619243713,-0.04329831141667323,-1.7153752283652028,-0.2631885240962298,paper
0.0,0.0,0.0,-0.24084245624299244,0.0009731414831659708,-0.08592777482954853,-0.45213666885678183,-0.183339499292519,-0.12316790948069004,-0.6082087972113828,-0.3700090477847977,-0.1582055102202812,-0.7386654912317859,-0.47940777922217404,-0.19160133535997345,-0.39612307244888845,-0.8310583749243651,-0.007310264458911801,-0.49067253738622935,-1.1727461564614337,-0.05084448296050702,-0.5388383220016084,-1.3888654769927615,-0.10304089740001172,-0.5757477176477553,-1.597956810688299,-0.1474405220864529,-0.2751826871463912,-0.9611731784328417,-0.020508772664405105,-0.35750636105880823,-1.3683071731474774,-0.05404687968071602,-0.4052517271853026,-1.6299284704227441,-0.10127255998690875,-0.4452290559720655,-1.8615249251338226,-0.1420180517591598,-0.15092151217883232,-0.9943636244219124,-0.052669863336464146,-0.20790130541886814,-1.407830250530113,-0.09952987549144869,-0.24835550024257866,-1.662010799403628,-0.1416494621802374,-0.2896507101120335,-1.8919852329307798,-0.17624571031463745,-0.015705417323651504,-0.9638458006690426,-0.09560665960859452,-0.028293220541672662,-1.2985117387154568,-0.14552668087930928,-0.03890927707294235,-1.526360307723528,-0.172512915872508,-0.05612168366869516,-1.7470167112228938,-0.19431807393697115,paper
0.0,0.0,0.0,-0.23328455602386364,-0.023480786113108665,-0.07536757024419816,-0.4374741746751869,-0.2399847818132664,-0.11033309854290196,-0.5918163955583831,-0.43249382622168864,-0.14552181822625454,-0.7298834040725225,-0.5053747520944819,-0.1808548551197143,-0.34113096157096384,-0.8724267961794684,-0.0008569777011686317,-0.4230981231962498,-1.2246681515094358,-0.037002207903570124,-0.4614153581893323,-1.4459758918534187,-0.08322760676017062,-0.4865700337642652,-1.6532800219881543,-0.12419724317631438,-0.22062993786153298,-0.9751522099062871,-0.020014945268487662,-0.29019524174518513,-1.395599719976741,-0.045611124964892134,-0.3257494007850685,-1.6612371344112549,-0.08616352083363557,-0.3516187901624369,-1.889013259420048,-0.12324166572229904,-0.09897074584960672,-0.9844838583928285,-0.056960410386044054,-0.1454876533685516,-1.4018132695799181,-0.09543783575347813,-0.17344966390331734,-1.6552273750583488,-0.13153517252882704,-0.20075055552649293,-1.8811422013741033,-0.16392054445289556,0.028044823285459167,-0.9294682707231272,-0.10445986569117165,0.020075954563721538,-1.2559399058840242,-0.14611838554955625,0.013460789052692816,-1.4764938600212778,-0.16847656400246233,0.0044269379838329835,-1.6893153248384338,-0.1892823275425128,paper
0.0,0.0,0.0,-0.24331073375936554,0.01929935457971858,-0.14565200656229982,-0.4397128673258347,-0.12703611118948258,-0.24040529745888736,-0.6040149960737483,-0.2887647719374881,-0.32346865568700506,-0.7696433524033092,-0.42153904040961815,-0.40874444278498184,-0.3599620037011642,-0.8467215805115647,-0.13872955422063693,-0.44968416899355423,-1.2359164811275702,-0.23203096330559955,-0.503564608212606,-1.4856183957838465,-0.31345734804581393,-0.5440216441082385,-1.721407770042041,-0.37777233051505965,-0.22076801805153884,-0.9644668463151144,-0.14513850131709669,-0.2855933033173723,-1.436310461966212,-0.22879968279903729,-0.3211023688822375,-1.7408344342713291,-0.3081043714289311,-0.3540359168800808,-2.0316995395234514,-0.37169047659332627,-0.08549627322172067,-0.9775620035823057,-0.17032933656547697,-0.12257309996964569,-1.4405011172484246,-0.26204452850966736,-0.14535640332483254,-1.740640829008578,-0.3324347235149026,-0.17476753374907136,-2.026890545608902,-0.3863294702889989,0.054654071975012604,-0.9228021424124184,-0.20805558047783998,0.07202352262856108,-1.2854837640146066,-0.29474832791700245,0.08308314443371645,-1.5292645581085753,-0.3424785483266494,0.08393954816927368,-1.768710990733851,-0.37965391195504633,paper
0.0,0.0,0.0,-0.23836680792997153,0.02286221104715225,-0.14382959089456607,-0.4351821102123041,-0.10720962861409193,-0.23902289661859452,-0.6033005870844905,-0.2475070204621785,-0.3216756031925953,-0.7715016959655219,-0.3700477470557601,-0.4065729804780176,-0.36930485351470294,-0.8396948736187096,-0.14371961682798684,-0.4594508133946215,-1.2348594937552668,-0.2355151877065938,-0.5130867736126936,-1.48247131385174,-0.31617562860195947,-0.5550515982122662,-1.7203104687329243,-0.3800763912110752,-0.22706624508959936,-0.9621083151371282,-0.15095863766246104,-0.29159485205822677,-1.4423712712210028,-0.2321075906514628,-0.3254433064967221,-1.7520611030468707,-0.3108730968401501,-0.35661305367926005,-2.041293712552245,-0.37508800012712196,-0.08916518149801379,-0.9769722244512258,-0.17613457475246494,-0.12438135459060089,-1.4477978105864706,-0.2653836396575345,-0.1453160151237374,-1.7510996319516479,-0.3360671792042116,-0.17403810685966492,-2.039713653471578,-0.39097547372385794,0.052736542583337646,-0.924903729877857,-0.21341136370215713,0.07002125194117102,-1.296429000814847,-0.29736902038506946,0.08199478893050087,-1.5396410637096045,-0.34355904206767285,0.08249423586088434,-1.7798321321425357,-0.3801928308350773,paper
0.0,0.0,0.0,-0.3375216854757789,0.12518533966073767,-0.1754425660302485,-0.6229081040121767,0.13820745729820086,-0.38337161765700684,-0.8377030776129667,0.21767908506414277,-0.5764766350866575,-1.081170153644328,0.21596352033735955,-0.7966244568653549,-0.5648001639005783,-0.4934056838339882,-0.5902265955981425,-0.7427811447937,-0.8492609907421564,-0.9023521530772673,-0.8646886926850051,-1.069039439077296,-1.1201086452760303,-0.98254267370863,-1.258951568381136,-1.2836410137353653,-0.379888092517668,-0.6266690798618355,-0.6804196510304567,-0.5528523187198098,-1.0151436283571191,-1.0228434854762594,-0.6745086199760747,-1.2476462648886233,-1.2626937230810473,-0.8129371107063678,-1.495940524799987,-1.4501524494387463,-0.17770951640047003,-0.6540731364363547,-0.7694737482200656,-0.3184312573845868,-1.0095900781882008,-1.1046907115115783,-0.4332339320774182,-1.2760892694607513,-1.3293046353200106,-0.5430989061742009,-1.5031559147145066,-1.4912396794445502,0.03278473270251012,-0.593102665720652,-0.8559627899127901,-0.020675144660847796,-0.8633640822610282,-1.1512163180479953,-0.08348044274654887,-1.0788814467292933,-1.3266128206709087,-0.14492569236571773,-1.2765344030786183,-1.4652927852031812,paper
0.0,0.0,0.0,-0.24828846534290688,0.09717097273617,-0.09185206932670627,-0.5114184642726813,0.006162368771995808,-0.14756785621311647,-0.7121072648693002,-0.0643673757458552,-0.20160467931151146,-0.8783299054478021,-0.04842635595995457,-0.25883632404992474,-0.5136025728414165,-0.7501735317856427,-0.07080537881208526,-0.650303899683019,-1.1232823154488318,-0.14287214301248483,-0.7164103434605853,-1.3683549475988612,-0.2124290580975955,-0.7709417987324668,-1.6007131038564146,-0.2695990479998229,-0.3961258605534828,-0.9132314882310233,-0.0953548714230851,-0.5322794115670979,-1.336264814416428,-0.1570187106084875,-0.6029591058926103,-1.6081513575078847,-0.2182485205127855,-0.6657941957030338,-1.850565987236395,-0.26979913590826027,-0.26054281828330234,-0.9833008912110683,-0.13623282018754865,-0.3850348208439529,-1.400248353628386,-0.2022024019777651,-0.461497856293524,-1.6530366247154866,-0.25073318726805527,-0.5359214869246105,-1.8833195280955808,-0.2912996377121392,-0.10429643021451561,-0.9882693447506351,-0.18813850077080752,-0.18670412305353049,-1.3120201600919852,-0.25444152142359605,-0.2534090545473895,-1.5307164899229457,-0.2896656820911558,-0.32353004375864175,-1.739951336627635,-0.31839975933783293,paper
0.0,0.0,0.0,-0.26488399561092135,0.21165276533213248,-0.059771844230781065,-0.5365544624976204,0.16714749025209744,-0.08525513383882319,-0.7452278734350061,0.09192445127855303,-0.11679100985892318,-0.8998117795537222,0.1346619957695675,-0.15171751476636536,-0.5306661282833578,-0.7062354374580357,0.028783770287418953,-0.6760289965272192,-1.073094161098339,0.005117087360552278,-0.7518770404695987,-1.303035949782301,-0.04024910505458043,-0.8106225862411425,-1.5126776262914847,-0.08146402655849495,-0.4339340600437408,-0.9009355581728837,0.004043705438031127,-0.6021878583036663,-1.3284967821190405,-0.006598761694506022,-0.7004438067684788,-1.587843332132061,-0.04133230218108667,-0.7698857958452457,-1.797241404342368,-0.07633937029052794,-0.31999220931580274,-1.0175570561884657,-0.03861427260626335,-0.47880769435147125,-1.439038753455484,-0.05594600718985066,-0.5804768097149898,-1.690032382731465,-0.08552830437915132,-0.664662764432559,-1.9033500235042033,-0.1166921071287416,-0.18477902806190807,-1.0748867442471441,-0.09307712331259752,-0.29909563570619896,-1.417939914458328,-0.11707761400752587,-0.3848399197417341,-1.6341586609722347,-0.13125945965285823,-0.46807581769368406,-1.8205230854964283,-0.1479245773779837,paper
